Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.70,77.66,1/5/2019,11:32,Credit card,73.96,4.761904762,3.698,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.90,102.84,3/7/2019,11:44,Ewallet,97.94,4.761904762,4.897,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761904762,14.61,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.24,551.12,2/1/2019,18:43,Ewallet,524.88,4.761904762,26.244,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.60,96.64,1/22/2019,11:00,Ewallet,92.04,4.761904762,4.602,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.79,79.67,1/3/2019,10:30,Credit card,75.88,4.761904762,3.794,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.04,84.76,2/13/2019,12:14,Credit card,80.72,4.761904762,4.036,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.63,118.25,1/28/2019,16:43,Credit card,112.62,4.761904762,5.631,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.20,1,3.56,74.76,1/5/2019,20:40,Credit card,71.2,4.761904762,3.56,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163.00,3/19/2019,13:40,Ewallet,155.24,4.761904762,7.762,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,294.2,4.761904762,14.71,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.98,1/7/2019,12:08,Credit card,548.55,4.761904762,27.4275,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.89,270.59,1/26/2019,17:45,Cash,257.7,4.761904762,12.885,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,1/23/2019,10:28,Cash,396.36,4.761904762,19.818,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180.40,2/9/2019,20:31,Ewallet,171.81,4.761904762,8.5905,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513.23,2/22/2019,10:49,Cash,488.79,4.761904762,24.4395,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550.37,2/5/2019,12:34,Cash,524.16,4.761904762,26.208,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.66,139.92,3/7/2019,10:23,Credit card,133.26,4.761904762,6.663,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.76,142.00,3/25/2019,18:51,Cash,135.24,4.761904762,6.762,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,1/20/2019,13:45,Credit card,112.44,4.761904762,5.622,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.20,151.28,2/4/2019,19:38,Cash,144.08,4.761904762,7.204,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,4.761904762,49.26,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.50,262.46,1/2/2019,15:24,Ewallet,249.96,4.761904762,12.498,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,3/29/2019,16:54,Ewallet,217.26,4.761904762,10.863,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,203.93,3/14/2019,12:32,Cash,194.22,4.761904762,9.711,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.20,10,44.60,936.60,2/11/2019,15:42,Credit card,892,4.761904762,44.6,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.97,356.33,1/30/2019,13:58,Ewallet,339.36,4.761904762,16.968,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469.41,3/20/2019,15:08,Ewallet,447.06,4.761904762,22.353,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.93,208.43,3/20/2019,13:02,Cash,198.5,4.761904762,9.925,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.61,852.71,1/17/2019,13:01,Credit card,812.1,4.761904762,40.605,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.67,517.97,2/3/2019,16:40,Credit card,493.3,4.761904762,24.665,9.4
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.58,621.24,1/1/2019,13:55,Cash,591.66,4.761904762,29.583,7.7
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.97,1/10/2019,10:33,Credit card,559.02,4.761904762,27.951,5.5
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.89,543.75,3/2/2019,16:42,Ewallet,517.86,4.761904762,25.893,4.1
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,4.761904762,20.51,7.6
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10,13.34,280.04,1/29/2019,11:48,Cash,266.7,4.761904762,13.335,8.6
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.55,74.46,3/10/2019,19:35,Ewallet,70.91,4.761904762,3.5455,8.3
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.02,1/13/2019,19:55,Credit card,144.78,4.761904762,7.239,8.1
550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.48,451.03,3/22/2019,14:33,Credit card,429.55,4.761904762,21.4775,8.6
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.46,597.63,3/1/2019,19:49,Ewallet,569.17,4.761904762,28.4585,6.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.30,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,4.761904762,12.06,5.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.35,133.43,1/14/2019,14:43,Ewallet,127.08,4.761904762,6.354,6.2
797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.85,269.93,3/26/2019,13:54,Cash,257.08,4.761904762,12.854,7.7
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.95,145.97,3/1/2019,12:15,Ewallet,139.02,4.761904762,6.951,8.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.08,85.74,1/7/2019,12:37,Cash,81.66,4.761904762,4.083,7.3
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.54,326.26,2/1/2019,19:54,Cash,310.72,4.761904762,15.536,8.4
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.30,195.26,2/13/2019,15:06,Credit card,185.96,4.761904762,9.298,8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,75.94,1/14/2019,18:03,Credit card,72.32,4.761904762,3.616,9.5
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,198.64,1/19/2019,15:58,Ewallet,189.18,4.761904762,9.459,7
127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4,10.34,217.18,3/9/2019,13:53,Credit card,206.84,4.761904762,10.342,9.8
278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.85,164.87,3/27/2019,14:03,Cash,157.02,4.761904762,7.851,9.2
695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5,10.77,226.07,2/4/2019,16:38,Ewallet,215.3,4.761904762,10.765,7.7
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.81,625.91,3/14/2019,11:07,Cash,596.1,4.761904762,29.805,5.3
227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5,3.66,76.76,3/4/2019,12:23,Cash,73.1,4.761904762,3.655,4.4
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.96,293.14,3/3/2019,10:54,Credit card,279.18,4.761904762,13.959,4.3
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.48,178.16,1/27/2019,17:38,Ewallet,169.68,4.761904762,8.484,9.4
560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1,2.28,47.86,2/7/2019,14:13,Cash,45.58,4.761904762,2.279,9.8
880-35-0356,A,Yangon,Member,Female,Sports and travel,75.20,3,11.28,236.88,2/5/2019,11:51,Ewallet,225.6,4.761904762,11.28,4.8
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.80,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,4.761904762,14.52,5.3
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.22,46.68,3/1/2019,11:30,Credit card,44.46,4.761904762,2.223,8.7
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.20,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,4.761904762,7.83,9.5
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,21.00,440.94,2/17/2019,19:11,Ewallet,419.94,4.761904762,20.997,5.3
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.21,193.46,1/26/2019,18:53,Cash,184.25,4.761904762,9.2125,9.2
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.03,147.67,3/24/2019,14:22,Ewallet,140.64,4.761904762,7.032,9.6
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.15,87.23,1/23/2019,17:16,Ewallet,83.08,4.761904762,4.154,6.4
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.25,68.24,1/26/2019,10:06,Credit card,64.99,4.761904762,3.2495,4.5
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,4.761904762,38.78,6.9
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.35,343.41,3/17/2019,13:54,Ewallet,327.06,4.761904762,16.353,7.8
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.16,381.39,1/8/2019,20:08,Cash,363.23,4.761904762,18.1615,4.5
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2/8/2019,15:26,Cash,127,4.761904762,6.35,8.6
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.78,394.33,2/10/2019,12:56,Ewallet,375.55,4.761904762,18.7775,5.2
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.96,209.12,3/28/2019,19:16,Credit card,199.16,4.761904762,9.958,6.4
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.53,32.14,1/23/2019,12:20,Ewallet,30.61,4.761904762,1.5305,5.2
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,121.57,1/17/2019,10:37,Ewallet,115.78,4.761904762,5.789,8.9
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.45,30.41,2/7/2019,10:18,Credit card,28.96,4.761904762,1.448,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.54,935.27,3/9/2019,11:23,Cash,890.73,4.761904762,44.5365,6.7
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3,13.98,293.64,1/24/2019,11:45,Cash,279.66,4.761904762,13.983,7.2
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.05,84.98,1/19/2019,16:08,Credit card,80.93,4.761904762,4.0465,9
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.73,708.23,2/3/2019,11:25,Ewallet,674.5,4.761904762,33.725,4.2
509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.42,365.90,3/20/2019,12:24,Ewallet,348.48,4.761904762,17.424,4.2
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.60,6,21.78,457.38,1/13/2019,19:51,Cash,435.6,4.761904762,21.78,6.9
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.98,461.53,3/14/2019,18:10,Ewallet,439.55,4.761904762,21.9775,4.4
828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.56,620.74,1/23/2019,11:22,Credit card,591.18,4.761904762,29.559,4
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.04,273.80,2/7/2019,17:55,Ewallet,260.76,4.761904762,13.038,8.5
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.75,225.79,3/28/2019,15:30,Credit card,215.04,4.761904762,10.752,9.2
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.58,96.19,3/20/2019,19:44,Cash,91.61,4.761904762,4.5805,9.8
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695.24,1/17/2019,15:27,Credit card,662.13,4.761904762,33.1065,4.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.63,874.13,1/12/2019,11:25,Credit card,832.5,4.761904762,41.625,4.4
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,91.35,1,4.57,95.92,2/16/2019,15:42,Cash,91.35,4.761904762,4.5675,6.8
135-13-8269,B,Mandalay,Member,Female,Food and beverages,78.88,2,7.89,165.65,1/26/2019,16:04,Cash,157.76,4.761904762,7.888,9.1
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.09,127.83,3/9/2019,12:37,Ewallet,121.74,4.761904762,6.087,8.7
628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,825.8,4.761904762,41.29,5
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,53.30,3,8.00,167.90,1/25/2019,14:19,Ewallet,159.9,4.761904762,7.995,7.5
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.60,12.69,1/26/2019,18:19,Credit card,12.09,4.761904762,0.6045,8.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.10,674.00,1/19/2019,14:08,Credit card,641.9,4.761904762,32.095,6.7
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,78.31,3,11.75,246.68,3/5/2019,16:38,Ewallet,234.93,4.761904762,11.7465,5.4
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,175.92,1/15/2019,10:54,Credit card,167.54,4.761904762,8.377,7
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.70,3,14.96,314.06,3/18/2019,11:29,Ewallet,299.1,4.761904762,14.955,4.7
182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.99,251.72,3/20/2019,19:28,Credit card,239.73,4.761904762,11.9865,5
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,697.94,1/15/2019,15:01,Credit card,664.7,4.761904762,33.235,5
610-46-4100,A,Yangon,Normal,Male,Health and beauty,28.95,7,10.13,212.78,3/3/2019,20:31,Credit card,202.65,4.761904762,10.1325,6
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.20,1,2.31,48.51,3/19/2019,12:16,Cash,46.2,4.761904762,2.31,6.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.41,92.56,3/8/2019,15:27,Cash,88.15,4.761904762,4.4075,8.5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.86,165.12,2/27/2019,17:36,Ewallet,157.26,4.761904762,7.863,7.5
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.82,311.19,2/23/2019,20:00,Ewallet,296.37,4.761904762,14.8185,6.4
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,708.4,4.761904762,35.42,4.7
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.57,116.91,3/27/2019,15:08,Ewallet,111.34,4.761904762,5.567,6
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,72.52,8,29.01,609.17,3/30/2019,19:26,Credit card,580.16,4.761904762,29.008,4
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.01,63.26,2/16/2019,15:53,Ewallet,60.25,4.761904762,3.0125,5.5
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,1/18/2019,18:43,Ewallet,174.24,4.761904762,8.712,8.7
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.06,442.32,3/30/2019,14:58,Cash,421.26,4.761904762,21.063,7.4
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.68,35.31,3/20/2019,19:55,Cash,33.63,4.761904762,1.6815,5.6
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.55,32.53,1/16/2019,15:10,Cash,30.98,4.761904762,1.549,6.3
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,247.4,4.761904762,12.37,7.1
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397.22,1/15/2019,18:22,Ewallet,378.3,4.761904762,18.915,7.8
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.74,351.60,1/22/2019,11:52,Cash,334.86,4.761904762,16.743,9.9
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,2/3/2019,17:24,Cash,727.8,4.761904762,36.39,7.3
149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.79,352.67,3/6/2019,15:31,Ewallet,335.88,4.761904762,16.794,5.1
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.04,252.76,2/16/2019,18:04,Credit card,240.72,4.761904762,12.036,9.4
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.35,49.42,3/14/2019,14:13,Credit card,47.07,4.761904762,2.3535,5.8
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,99.69,1,4.98,104.67,2/27/2019,10:23,Credit card,99.69,4.761904762,4.9845,8
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,277.67,1/18/2019,10:11,Ewallet,264.45,4.761904762,13.2225,7.9
816-72-8853,A,Yangon,Member,Female,Sports and travel,27.93,5,6.98,146.63,1/29/2019,15:48,Cash,139.65,4.761904762,6.9825,5.9
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.77,58.22,2/26/2019,17:46,Credit card,55.45,4.761904762,2.7725,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.45,135.36,2/3/2019,11:46,Cash,128.91,4.761904762,6.4455,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,6.00,125.98,1/16/2019,12:07,Credit card,119.98,4.761904762,5.999,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.63,370.13,3/24/2019,18:14,Credit card,352.5,4.761904762,17.625,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.10,10,43.55,914.55,2/12/2019,14:45,Credit card,871,4.761904762,43.55,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,98.80,2,9.88,207.48,2/21/2019,11:39,Cash,197.6,4.761904762,9.88,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,48.63,4,9.73,204.25,2/4/2019,15:44,Ewallet,194.52,4.761904762,9.726,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.66,181.88,2/20/2019,13:06,Ewallet,173.22,4.761904762,8.661,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.59,75.47,2/23/2019,20:43,Ewallet,71.88,4.761904762,3.594,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.31,300.57,2/16/2019,14:19,Ewallet,286.26,4.761904762,14.313,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85.30,1/17/2019,10:01,Credit card,81.24,4.761904762,4.062,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,560.4,4.761904762,28.02,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.40,2,9.34,196.14,3/30/2019,16:34,Cash,186.8,4.761904762,9.34,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.01,231.24,3/2/2019,13:10,Ewallet,220.23,4.761904762,11.0115,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,33.64,8,13.46,282.58,2/15/2019,17:10,Credit card,269.12,4.761904762,13.456,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,3/1/2019,10:22,Credit card,454.8,4.761904762,22.74,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.38,175.92,2/24/2019,19:57,Cash,167.54,4.761904762,8.377,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.43,470.99,2/19/2019,19:29,Credit card,448.56,4.761904762,22.428,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.69,308.57,2/23/2019,18:30,Cash,293.88,4.761904762,14.694,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,58.95,10,29.48,618.98,2/7/2019,14:27,Ewallet,589.5,4.761904762,29.475,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.50,6,14.55,305.55,1/11/2019,13:57,Ewallet,291,4.761904762,14.55,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.97,41.45,2/12/2019,19:43,Cash,39.48,4.761904762,1.974,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.74,36.55,1/14/2019,10:11,Credit card,34.81,4.761904762,1.7405,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.80,310.72,1/9/2019,13:46,Ewallet,295.92,4.761904762,14.796,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.15,45.11,2/27/2019,12:22,Ewallet,42.96,4.761904762,2.148,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.92,145.40,1/24/2019,19:20,Ewallet,138.48,4.761904762,6.924,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.10,2,4.91,103.11,1/8/2019,12:58,Credit card,98.2,4.761904762,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.48,136.14,1/8/2019,11:59,Credit card,129.66,4.761904762,6.483,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59,Cash,635.6,4.761904762,31.78,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.29,153.05,3/13/2019,12:51,Cash,145.76,4.761904762,7.288,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.10,3,10.07,211.37,2/15/2019,10:36,Cash,201.3,4.761904762,10.065,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.59,663.30,1/25/2019,13:38,Cash,631.71,4.761904762,31.5855,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.26,404.54,3/12/2019,19:39,Ewallet,385.28,4.761904762,19.264,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty,48.63,10,24.32,510.62,3/4/2019,12:44,Cash,486.3,4.761904762,24.315,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.68,539.34,2/10/2019,13:56,Cash,513.66,4.761904762,25.683,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.60,9,23.67,497.07,1/16/2019,14:42,Cash,473.4,4.761904762,23.67,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,87.37,5,21.84,458.69,1/29/2019,19:45,Cash,436.85,4.761904762,21.8425,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel,27.04,4,5.41,113.57,1/1/2019,20:26,Ewallet,108.16,4.761904762,5.408,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.44,261.20,1/6/2019,19:46,Ewallet,248.76,4.761904762,12.438,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.31,657.53,2/19/2019,19:38,Credit card,626.22,4.761904762,31.311,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.50,10,48.75,1023.75,1/12/2019,16:18,Ewallet,975,4.761904762,48.75,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.16,507.44,2/7/2019,12:23,Ewallet,483.28,4.761904762,24.164,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.85,101.81,3/27/2019,19:11,Credit card,96.96,4.761904762,4.848,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.89,207.59,2/27/2019,18:57,Credit card,197.7,4.761904762,9.885,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.21,760.44,1/6/2019,11:18,Cash,724.23,4.761904762,36.2115,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.78,835.29,3/2/2019,12:40,Cash,795.51,4.761904762,39.7755,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.12,527.51,3/29/2019,14:06,Cash,502.39,4.761904762,25.1195,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.00,4,8.60,180.60,1/31/2019,20:48,Ewallet,172,4.761904762,8.6,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.45,72.43,1/21/2019,20:13,Cash,68.98,4.761904762,3.449,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.25,131.21,1/20/2019,20:37,Ewallet,124.96,4.761904762,6.248,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.70,3,3.86,80.96,1/17/2019,17:59,Ewallet,77.1,4.761904762,3.855,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.19,507.91,2/28/2019,20:18,Cash,483.72,4.761904762,24.186,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.11,317.23,3/19/2019,15:52,Ewallet,302.12,4.761904762,15.106,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,34.93,733.60,2/19/2019,15:14,Ewallet,698.67,4.761904762,34.9335,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,13.85,9,6.23,130.88,2/4/2019,12:50,Ewallet,124.65,4.761904762,6.2325,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,98.70,8,39.48,829.08,1/31/2019,10:36,Ewallet,789.6,4.761904762,39.48,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty,35.68,5,8.92,187.32,2/6/2019,18:33,Credit card,178.4,4.761904762,8.92,6.6
